Judul Artikel,URL Artikel,Kategori,Isi Artikel,Halaman
Belasan Remaja Ditangkap di Hayam Wuruk Diduga Akan Tawuran,https:/ / www. tempo. co/ hukum/ belasan- remaja- ditangkap- di- hayam- wuruk- diduga- akan- tawuran- 1543771,hukum,"TEMPO. CO, Jakarta-  Kepolisian Resor Metro Jakarta Pusat menangkap 12 remaja yang membawa celurit di Jalan Hayam Wuruk,  Gambir,  pada Ahad dinihari,  25 Mei 2025.  Para remaja yang mayoritas merupakan pelajar sekolah menengah pertama dan menengah atas itu diduga hendak tawuran. ",16
Valencia Terpincut ingin Merekrut Jamie Vardy,https:/ / www. tempo. co/ olahraga/ valencia- terpincut- ingin- merekrut- jamie- vardy- 1543770,olahraga,"VALENCIAmengincar Jamie Vardy.  Valencia ingin merekrut Vardy untuk memperkuat lini depan mereka yang dinilai kurang tajam sepanjang musim ini.  Laporan Football Espana,  pelatih Valencia Ruben Baraja kesulitan mencetak gol musim ini.  Dari semua penyerang yang dimiliki hanya Hugo Duro yang mampu mencetak 11 gol dan dua asis dari 31 penampilan. ",16
Mengamati Langit Malam di Museum Seni Rupa dan Keramik Jakarta,https:/ / www. tempo. co/ hiburan/ mengamati- langit- malam- di- museum- seni- rupa- dan- keramik- jakarta- 1543765,hiburan,"TEMPO. CO, Jakarta-  Museum Seni Rupa dan Keramik di Kota Tua Jakarta semakin ramai oleh pengunjung ketika matahari nyaris tenggelam di sebelah Barat pada Sabtu,  24 Mei 2025.  Pengunjung tampak berbaris mengantre di depan loket tiket di dekat gerbang.  Sebagian pengunjung lagi sudah berada di dalam,  duduk di tangga di antara pilar gedung atau berkerumun di halaman museum. ",16
Koalisi Sipil Sebut Intimidasi Kerap Terjadi Sejak Pengesahan UU TNI,https:/ / www. tempo. co/ politik/ koalisi- sipil- sebut- intimidasi- kerap- terjadi- sejak- pengesahan- uu- tni- 1543766,politik,"TEMPO. CO, Jakarta-  Koalisi Masyarakat Sipil untuk Reformasi Sektor Keamanan menilai intimidasi terhadap penulis opini di Detikcom merupakan pola kekerasan yang terjadi sejak pengesahan UU TNI.  Pola ini dialami oleh pihak- pihak yang menolak pengesahan UU tersebut. ",16
"Ayam Goreng Widuran Solo Umumkan Menu Non Halal,  Pengelola Minta Maaf",https:/ / www. tempo. co/ ekonomi/ ayam- goreng- widuran- solo- umumkan- menu- non- halal- pengelola- minta- maaf- 1543761,ekonomi,"TEMPO. CO, Jakarta- Ayam Goreng Widuran,  salah satu warung makan yang berada di Kota Solo,  Jawa Tengah,  menjadi sorotan setelah mengumumkan bahwa makanan yang mereka jual adalah produk non- halal.  Pengumuman ini disampaikan di sosial media @ayamGoreng Widuran solo pada Jumat,  23 Mei 2025. ",16
Lagu Salma Salsabil Mendapat Penghargaan Music Awards Japan,https:/ / www. tempo. co/ teroka/ lagu- salma- salsabil- mendapat- penghargaan- music- awards- japan- 1543760,hiburan,"TEMPO. CO, Jakarta- Salma Salsabil penyanyi Indonesia lewat lagunya Bunga Hati meraih penghargaan di ajang Music Awards Japan 2025 untuk kategori Special Award: Indonesian Popular Music.  Dikutip dari Instagram Salma Salsabil Official Fanbase@salmine. official,  Sabtu,  24 Mei 2025. ",16
"Sejak Awal Tahun Bisnis Ritel Mengalami Kemunduran,  Apa Sebabnya?",https:/ / www. tempo. co/ ekonomi/ sejak- awal- tahun- bisnis- ritel- mengalami- kemunduran- apa- sebabnya- - 1543759,ekonomi,"TEMPO. CO, Jakarta-  Memasuki paruh pertama tahun 2025,  bisnis ritel di Indonesia dan global mengalami tanda- tanda perlambatan yang makin nyata.  Sejumlah pusat perbelanjaan mulai sepi pengunjung,  toko- toko tutup permanen,  hingga pemutusan hubungan kerja atau PHK karyawan bisnis ritel kerap kali terjadi.  Fenomena ini menandai kemunduran bisnis retail yang sudah terlihat sejak awal tahun,  dan menjadi kekhawatiran banyak pelaku usaha. ",16
Ini yang Dilakukan Saat Puncak Haji 2025 yang Penuh Tantangan Fisik,https:/ / www. tempo. co/ hiburan/ ini- yang- dilakukan- saat- puncak- haji- 2025- yang- penuh- tantangan- fisik- 1543758,hiburan,"TEMPO. CO, Jakarta-   Ibadah haji merupakan salah satu rukun Islam yang wajib dilaksanakan bagi setiap Muslim yang mampu,  baik dari segi fisik,  finansial,  maupun mental.  Namun,  puncak pelaksanaan haji seringkali menjadi momen yang penuh tantangan fisik.  Cuaca panas,  kerumunan jamaah yang sangat banyak,  serta aktivitas yang melelahkan membuat banyak jamaah harus ekstra hati- hati agar ibadah berjalan lancar.  Tahun ini puncak ibadah Haji 2025/ 1446 H yang diperkirakan berlangsung pada awal Juni. ",16
Alasan Kejaksaan Agung Menyita Rest Area KM 21 B Tol Jagorawi,https:/ / www. tempo. co/ hukum/ alasan- kejaksaan- agung- menyita- rest- area- km- 21- b- tol- jagorawi- 1543757,hukum,"TEMPO. CO, Jakarta- Rest area KM 21 B RuasTol Jagorawi tetap beroperasi meskipun meskipun telah disita oleh Kejaksaan Agung  (Kejagung) .  Hal tersebut disampaikan oleh Senior Manager Representative Office 1 Jasamarga Metropolitan Tollroad Regional Division,  Alvin Andituahta Singarimbun,  dalam keterangan tertulis Kamis,  22 Mei 2025. ",16
The Devil Wears Prada 2 Siap Tayang Mei 2026,https:/ / www. tempo. co/ teroka/ the- devil- wears- prada- 2- siap- tayang- mei- 2026- 1543756,hiburan,"TEMPO. CO, Jakarta-  Disney akhirnya mengumumkan bahwa sekuel film The Devil  Wears Pradaakan tayang di bioskop pada 1 Mei 2026.  Kabar ini pertama kali mencuat pada Juli tahun lalu ketika laporan resmi menyebut bahwa proyek lanjutan film komedi rilisan 2006 itu tengah dikerjakan.  Pilihan Editor: Racikan Laga dan Drama Musikal ala Emilia Perez Meskipun pada 2023 sempat diberitakan bahwa Meryl Streep dan Emily Blunt akan kembali memerankan karakter mereka,  hingga kini belum ada konfirmasi resmi dari studio mengenai jajaran pemain.  Stanley Tucci,  yang memerankan karakter editor fesyen Nigel dalam film pertama,  mengaku belum bisa memberi kepastian.  “Saya tahu mereka sedang mengerjakannya.  Kalau benar terjadi,  saya akan sangat senang.  Tapi saya tidak bisa memberi informasi apa pun.  Kalau tidak,  saya bisa masuk ‘penjara aktor’ atau semacamnya.  Film itu adalah salah satu pengalaman terbaik sepanjang karier saya, ” ujar Tucci kepada Variety.   Film The Devil Wears Prada di adaptasi dari novel berjudul sama karya Lauren Weisberger yang terbit pada 2003.  Dilansir dari ENews,  novel ini terinspirasi dari pengalaman pribadi Weisberger sebagai asisten pribadi editor Vogue Amerika,  Anna Wintour.  Ceritanya mengikuti perjalanan Andrea ‘Andy’ Sachs,  lulusan jurusan jurnalistik yang bekerja sebagai asisten Miranda Priestly,  pemimpin redaksi majalah fesyen fiktif Runway.  Film The Devil Wears Prada  (2006) .  Foto: IMDb Dalam versi film,  Meryl Streep tampil sebagai Miranda Priestly,  karakter karismatik sekaligus menakutkan.  Anne Hathaway memerankan Andy,  pemula yang disebut sebagai gadis yang mendapatkan pekerjaan yang diidamkan jutaan orang,  meski tak punya selera fesyen.  Emily Blunt menjadi Emily Charlton,  asisten senior yang mengajari Andy soal dinamika dunia mode.  Sementara Stanley Tucci berperan sebagai Nigel,  editor fesyen yang membantu Andy memahami isi lemari fesyen Runway.  Sekuel film ini dikabarkan akan berfokus pada Miranda Priestly yang kini menghadapi perubahan industri media,  khususnya di tengah kemunduran majalah cetak.  Karakter yang diperankan Emily Blunt kini menjabat sebagai eksekutif perusahaan mewah yang memegang kendali atas pintu masuk iklan penting,  sesuatu yang sangat dibutuhkan oleh Priestly.  Konflik kepentingan antara dua karakter ini menjadi inti cerita baru.   Penetapan jadwal tayang The Devil Wears Prada 2merupakan bagian dari perubahan besar dalam kalender rilis bioskop Disney.  Seperti dilaporkan Variety,  Disney juga menunda perilisan dua film Marvel,  Avengers: Doomsday dan Avengers: Secret Wars.  Tak hanyaThe Devil Wears Prada 2,  Disney juga menjadwalkan film The Dog Stars garapan Ridley Scott,  yang dibintangi Jacob Elordi,  Josh Brolin,  dan Margaret Qualley,  tayang pada 27 Maret 2026.  Selain itu,  film Avatar: The Way of Water akan dirilis ulang dalam format Imax atau 3D pada 3 Oktober,  sebagai bagian dari promosi menjelang tayangnya Avatar: Fire and Ash pada 19 Desember.  VARIETY | ENEWS Pilihan Editor: Meryl Streep dan Emily Blunt Dilaporkan Kembali Bintangi Sekuel The Devil Wears Prada",16
"Sri Mulyani Serahkan 5 Calon Wakil Ketua LPS ke Prabowo,  Siapa Saja Mereka?",https:/ / www. tempo. co/ ekonomi/ sri- mulyani- serahkan- 5- calon- wakil- ketua- lps- ke- prabowo- siapa- saja- mereka- - 1543753,ekonomi,"TEMPO. CO, Jakarta- Kementerian Keuangan mengumumkan hasil seleksi tahap II dalam pemilihan calon wakil ketua dewan komisioner Lembaga Penjamin Simpanan  (LPS)  periode 2025–2030.  Berdasarkan keputusan Panitia Seleksi ada lima calon wakil ketua LPS yang lulus seleksi tahap II atau seleksi kelayakan dan kepatutan. ",16
Dedi Mulyadi Berikan Persib Bandung Bonus Rp 1 M dari Dana Pribadi,https:/ / www. tempo. co/ sepakbola/ dedi- mulyadi- berikan- persib- bandung- bonus- rp- 1- m- dari- dana- pribadi- 1543751,olahraga,"TEMPO. CO, Jakarta-  Gubernur Jawa Barat,  Dedi Mulyadi,  mengikuti konvoi Persib Bandung untuk merayakan gelar juara Liga 1 2024/ 2025.  Ia juga mengumumkan pemberian bonus Rp 1 miliar dari dana pribadinya. ",16
Rumor Transfer: Arsenal dan Manchester City Bersaing Kejar Morgan Gibbs- White dari Nottingham Forest,https:/ / www. tempo. co/ sepakbola/ rumor- transfer- arsenal- dan- manchester- city- bersaing- kejar- morgan- gibbs- white- dari- nottingham- forest- 1543750,olahraga,"TEMPO. CO, Jakarta-  Dua klub Liga Inggris,  Arsenal dan Manchester City dilaporkan sedang bersaing untuk mendapatkan tanda tangan gelandang serang Nottingham Forest Morgan Gibbs- White pada bursa transfer musim panas ini,  menurut Football Insider,  dilansir dari ESPN. ",17
Anugerah Palm d'Or Festival Film Cannes 2025 Diraih Sutradara Iran,https:/ / www. tempo. co/ teroka/ anugerah- palm- d- or- festival- film- cannes- 2025- diraih- sutradara- iran- 1543684,hiburan,"TEMPO. CO, Jakarta-  Sutradara pembangkang Iran Jafar Panahi memenangi anugerah Palme d'Or pada Festival Film Cannes 2025 yang berakhir Sabtu malam waktu setempat,  24 Mei 2025 lewat filmnya It Was Just an Accident.  Palm d'Or adalah anugerah tertinggi festival yang digondol Panahi yang selama ini dicekal keluar dari negeri Iran selama lebih dari 15 tahun.  Dilansir AP News,  aktris veteran Cate Blanchett,  Presiden Juri Cannes 2025 menyerahkan anugerah kepada Panahi yang tiga tahun lalu dipenjara di Iran sebelum melakukan mogok makan.  Selama satu dekade setengah,  Panahi telah membuat banyak film klandestin tentang negeri asalnya,  termasuk sebuah film bertajuk This Is Not a Film yang dibikinnya di ruang tamunya dan lainnya bertajuk Taxi dalam sebuah mobil. Kini di panggung Cannes,  Panahi yang menyeruak hadirin yang bertepuk sambil berdiri,  disambut antusias Juliette Binochhe.  Pada 2010 Cannes juga pernah menyebut nama Panahi yang dianugerahi sebagai sutradara yang tengah menjalani tahanan rumah. ",17
"Khofifah: Jatim Surplus Hewan Kurban,  Siap Pasok Daerah Lain",https:/ / www. tempo. co/ ekonomi/ khofifah- jatim- surplus- hewan- kurban- siap- pasok- daerah- lain- 1543745,ekonomi,"TEMPO. CO, Jakarta-  Gubernur Jawa Timur  (Jatim) , Khofifah Indar Parawansa memastikan hewan kurbandi provinsinya surplus  (berlebih) .  Pemprov Jatim pun siap mensuplai kebutuhan hewan kurban di provinsi lain. ",17
Kemendiktisaintek Khawatirkan Nasib Calon Mahasiswa Baru Harvard,https:/ / www. tempo. co/ politik/ kemendiktisaintek- khawatirkan- nasib- calon- mahasiswa- baru- harvard- 1543734,politik,"TEMPO. CO, Jakarta-  Kementerian Pendidikan Tinggi,  Sains,  dan Teknologi  (Kemendiktisaintek)  menunggu hasil akhir dari kebijakan Presiden Amerika Serikat Donald Trump yang ingin memulangkan atau mendeportasi mahasiswa asing dari Universitas Harvard.  Saat ini keputusan tersebut masih ditangguhkan hakim federal Amerika Serikat di Pengadilan Distrik AS di Massachusetts.  Sekretaris Jenderal Kemendikti Togar Mangihut Simatupang mengatakan belum ada keputusan apapun dari Kementerian mengenai rencana Trump tersebut.  Hingga saat ini,  kata Togar,  Kementerian baru melakukan pemantauan atas perkembangan isu guna menentukan langkah ke depan.  ""Melihat perkembangan dan pencegahan atau opsi lain supaya tidak ada yang putus kuliah, "" kata dia kepadaTempo,  Ahad,  25 Mei 2025.  Sembari menunggu keputusan akhir dari rencana ini,  Togar menambahkan,  pemerintah melalui Atase Pendidikan dan Kebudayaan Indonesia tengah mendata mahasiswa Indonesia yang saat ini menempuh pendidikan di universitas bergengsi di Amerika itu.  Togar menjelaskan,  mahasiswa Indonesia maupun dari negara lain yang sedang menempuh pendidikan di Harvard sementara ini tidak akan ada yang terpengaruh dari kebijakan tersebut lantaran terlindungi oleh perundangan federal.  Namun,  kata dia,  yang menjadi kekhawatiran Kementerian saat ini adalah mahasiswa yang baru masuk atau dalam proses penerimaan.  ""Yang akan masuk yang dikhawatirkan,  dan perlu membuat rencana B, "" katanya.  Dia menyebut hingga kini pemerintah Indonesia masih terus berupaya menghubungi para calon mahasiswa di kampus tersebut.  Sebelumnya,  pada Kamis,  22 Mei 2025,  Menteri Keamanan Dalam Negeri Amerika Serikat Kristi Noem mengumumkan bahwa Presiden Donald Trump melarang Universitas Harvard untuk menerima mahasiswa asing.  Dalam surat kepada administrasi universitas,  Noem mengatakan sertifikasi Program Pertukaran Mahasiswa Universitas telah dicabut.  Selain tak bisa menerima mahasiswa baru,  mahasiswa asing yang sedang berkuliah di kampus bergengsi itu juga harus pindah ke universitas lain untuk mempertahankan status non- imigran mereka.  Trump berencana mendeportasi mahasiswa- mahasiswa asing tersebut ke negara asalnya.  Namun,  sehari berselang,  hakim federal Amerika Serikat menangguhkan perintah Presiden Donald Trump tersebut setelah Universitas Harvard mengajukan gugatan.  Dalam pengaduan yang diajukan di Pengadilan Distrik AS di Massachusetts,  Harvard berpendapat bahwa upaya pemerintah untuk memblokir pendaftaran mahasiswa asing melanggar hak amandemen pertama universitas dan akan secara drastis mengubah kemampuannya untuk beroperasi.  ""Dengan goresan pena,  pemerintah telah berupaya menghapus seperempat dari mahasiswa Harvard,  mahasiswa internasional yang berkontribusi signifikan terhadap Universitas dan misinya, "" kata pengaduan tersebut.  Sita Planasari berkontribusi dalam penulisan artikel ini Pilihan Editor: Apa Dampak Perpanjangan Usia Pensiun ASN",17
Pendiri Mivva Plus: Pakai Produk Lokal untuk Melawan Banjir Impor,https:/ / www. tempo. co/ ekonomi/ banjir- impor- versus- produk- lokal- 1533920,ekonomi,"PERANG dagang antara Amerika Serikat dan Cina menimbulkan efek domino bagi Indonesia.  Dinamika kebijakan tarif impor yang diberlakukan Amerika Serikat telah membuat barang impor pakaian makin marak di pasar domestik.  Seperti dikutip The Straits Timesedisi 9 Mei 2025,  ekspor Cina ke AS pada April 2025 turun 21 persen.  Bersamaan dengan itu,  ekspor Cina ke negara- negara ASEAN termasuk Indonesia naik 21 persen.  Imbas dari banjir produk Cina,  daya saing produk lokal makin terimpit di tanahnya sendiri. Untuk menekan banjir impor,  pemerintah kembali menggalakkan pemakaian produk lokal.  Kementerian Perdagangan misalnya memulai dengan mewajibkan seluruh aparatur sipil negara  (ASN)  mereka mengenakan pakaian dan produk lokal setiap Kamis. ",17
Puluhan Ribu Bobotoh Ikuti Konvoi Juara Persib Bandung,https:/ / www. tempo. co/ sepakbola/ puluhan- ribu- bobotoh- ikuti- konvoi- juara- persib- bandung- - 1543727,olahraga,"TEMPO. CO, Jakarta-  Puluhan ribu Bobotoh Persib Bandung ikut meramaikan konvoi perayaan juara Liga 1musim 2024/ 2025 yang dimulai dari Balai Kota menuju Gedung Sate,  Bandung pada Minggu,  25 Mei 2025. ",17
5 Lokasi Syuting Mission: Impossible -  The Final Reckoning,https:/ / www. tempo. co/ hiburan/ 5- lokasi- syuting- mission- impossible- the- final- reckoning- - 1543723,hiburan,"TEMPO. CO, Jakarta-  Film Mission: Impossible -  The Final Reckoning salah satu film yang paling dinanti.  Film kedelapan dari waralaba Mission: Impossible sekaligus film terakhir dari perjalanan Ethan Hunt,  yang diperankan Tom Cruise.  Lokasi syuting film yang disutradarai oleh Christopher McQuarrie ini menampilkan tempat- tempat menakjubkan di seluruh dunia,  termasuk Afrika Selatan,  Malta,  dan Norwegia. ",17
Apindo Prediksi Lebih dari 250 Ribu Pekerja Terkena PHK Tahun Ini,https:/ / www. tempo. co/ ekonomi/ apindo- prediksi- lebih- dari- 250- ribu- pekerja- terkena- phk- tahun- ini- 1543721,ekonomi,"TEMPO. CO, Jakarta-  Asosiasi Pengusaha Indonesia  (Apindo)  memperkirakan lebih dari 250 ribu pekerja terkena pemutusan hubungan kerja  (PHK)  tahun ini.  Prediksi Apindo ini tak jauh berbeda dari proyeksi Badan Penyelenggara Jaminan Sosial  (BPJS)  Ketenagakerjaan yang menyatakan akan ada sekitar 280 ribu pekerja terkena PHK pada 2025. ",17
Pertamina International Shipping Ekspasi Pasar dan Diversifikasi Kargo,https:/ / www. tempo. co/ ekonomi/ pertamina- international- shipping- ekspasi- pasar- dan- diversifikasi- kargo- 1543705,ekonomi,"TEMPO. CO, Jakarta- Direktur Perencanaan Bisnis PT Pertamina International Shipping  (PIS)  Eka Suhendra mengatakan kondisi geopolitik masih menjadi tantangan dalam aktivitas perdagangan global.  Menurut dia,  kebijakan tarif impor,  perang Rusia- Ukraina,  ketegangan India dan Pakistan,  serta konflik di kawasan sejumlah negara di Timur Tengah,  merupakan dinamika yang berdampak cukup besar.  Oleh karena itu,  PIS melakukan ekspansi pasar dan diversifikasi kargo untuk menyiasati kondisi tersebut.  “Langkah ini kami ambil untuk mencegah ketergantungan perusahaan terhadap suatu pasar dan produk kargo tertentu, ” kata Eka melalui keterangan tertulis,  Sabtu,  24 Mei 2025.  Eka menuturkan,  PIS terus memperluas rute pelayaran di domestik maupun luar negeri.  Hingga kini,  rute pelayaran PIS sudah mencapai 65 negara.  Selain itu,  PIS memiliki tiga kantor perwakilan,  yakni di Singapura,  Dubai,  dan London.  Ia mengklaim perluasan pasar dan layanan PIS menegaskan posisi subholding Pertamina Group ini sebagai pemain global di sektor logistik energi dan maritim.  “Keberhasilan langkah ini terbukti meningkatkan kontribusi pendapatan dari pasar non- captive hingga 64 persen sepanjang tahun 2024 dibanding tahun sebelumnya, ” ujar Eka.  Lebih lanjut ihwal diversifikasi produk,  Eka mengatakan PIS selalu menatap sektor lain yang berpotensi besar digarap,  meski tetap fokus pada bisnis inti dalam pengangkutan energi.  Adapun salah satu sektor lain disasar PIS untuk diversifikasi,  yaitu dry bulk—muatan dalam bentuk padat yang diangkut dalam jumlah besar tanpa kemasan.  “Penetrasi di pasar dry bulk adalah contoh konkret kami dalam mengembangkan bisnis PIS ke tahap lebih jauh, ” kata Eka.  “Langkah ini juga cara kami mengantisipasi gejolak politik yang begitu dinamis beberapa waktu terakhir ini. ”  Pilihan Editor: Peran Adaro dalam Perkara Korupsi Minyak Pertamina ",17
Praktik Prostitusi Online di Kawasn IKN Makin Marak,https:/ / www. tempo. co/ hukum/ praktik- prostitusi- online- di- kawasn- ikn- makin- marak- 1543720,hukum,"TEMPO. CO, Penajam Paser Utara-  Satuan Polisi Pamong Praja  (Satpol PP)  Kabupaten Penajam Paser Utara  meningkatkan pengawasan terhadap praktik prostitusi online di sekitar wilayah Ibu Kota Nusantara  (IKN) ,  Provinsi Kalimantan Timur.  ""Ada laporan disampaikan masyarakat dan pemerintah desa setempat, "" ujar Kepala Satpol PP Kabupaten Penajam Paser Utara Bagenda Ali,  Ahad,  25 Mei 2025. ",17
Perdana Menteri Cina Bawa Salam Xi Jinping untuk Prabowo,https:/ / www. tempo. co/ politik/ perdana- menteri- cina- bawa- salam- xi- jinping- untuk- prabowo- 1543719,politik,"TEMPO. CO, Jakarta- Perdana Menteri CinaLi Qiang menyampaikan secara langsung pesan dari Presiden Xi Jinping kepada Presiden Prabowo Subianto.  Pesan itu disampaikan dalam pertemuan bilateral yang berlangsung di Istana Merdeka,  Jakarta,  Minggu,  25 Mei 2025. ",17
Kementerian Hukum Selesaikan 123. 933 Permohonan Kekayaan Intelektual,https:/ / www. tempo. co/ hukum/ kementerian- hukum- selesaikan- 123- 933- permohonan- kekayaan- intelektual- 1543717,hukum,"TEMPO. CO, Jakarta - Kementerian Hukum telah menyelesaikan 123. 933 permohonan kekayaan intelektual pada kuartal pertama 2025. ",18
Prabowo dan Perdana Menteri Cina Saksikan Penandatanganan 4 MoU,https:/ / www. tempo. co/ politik/ prabowo- dan- perdana- menteri- cina- saksikan- penandatanganan- 4- mou- 1543716,politik,"TEMPO. CO, Jakarta-  Presiden Prabowo Subianto dan Perdana Menteri CinaLi Qiang menyaksikan penandatanganan empat Memorandum of Understanding (MoU)  dan delapan kerja sama di berbagai bidang di Istana Merdeka,  Jakarta,  Ahad,  25 Mei 2025. ",18
Mengenang Georgia O'Connor Meninggal pada Usia 25 Tahun,https:/ / www. tempo. co/ olahraga/ mengenang- georgia- o- connor- meninggal- pada- usia- 25- tahun- 1543715,olahraga,"World Boxing Association  (WBA)  mengumumkan kabar duka petinju asal Inggris Georgia O'Connor meninggal pada usia 25 tahun dalam situs web WBA,  Kamis,  22 Mei 2025. Dikutip dari New York Post,  petinju Georgia O’Connor meninggal setelah berjuang melawan kanker.  Ia menerima  diagnosis kanker pada Oktober 2024.  O’Connor meninggal kurang dari dua pekan setelah ia menikah dengan pasangannya,  Adriano.  Ia membagikan hari istimewa itu di Instagram dalam sebuah foto yang memperlihatkan kedua tangannya dan suaminya memamerkan cincin mereka.  ",18
DIrjen Bea Cukai Djaka Budhi Ungkap Marak Penyelundupan lewat Pelabuhan Gelap,https:/ / www. tempo. co/ ekonomi/ dirjen- bea- cukai- djaka- budhi- ungkap- marak- penyelundupan- lewat- pelabuhan- gelap- 1543714,ekonomi,"TEMPO. CO, Jakarta-  Direktur Jenderal Bea Cukai Kementerian Keuangan Djaka Budhi Utama membeberkan rencananya menggandeng aparat TNI dan Polri dalam memberantas praktik penyelundupan yang selama ini masih menjadi celah dalam sistem penerimaan negara. ",18
"Lebih Dekat dengan Shabrina Leanor,  Pemenang Indonesia Idol 2025",https:/ / www. tempo. co/ teroka/ lebih- dekat- dengan- shabrina- leanor- pemenang- indonesia- idol- 2025- 1543706,hiburan,"TEMPO. CO, Jakarta-  Senin Malam 19 Mei 2025 menjadi saksi perjalanan panjang dan perjuangan Shabrina Leanor,  penyanyi asal Manggar,  Belitung Timur.  Dia terpilih sebagai juara Indonesian Idol musim ke 13.  Shabrina berhasil mengalahkan ribuan peserta dari seluruh Indonesia dan mengukir namanya sebagai bintang muda dalam industri musik Tanah Air. ",18
Perjalanan Antonio Conte dari Dipecat Tottenham hingga Mengantarkan Napoli Juara Liga Italia,https:/ / www. tempo. co/ sepakbola/ perjalanan- antonio- conte- dari- dipecat- tottenham- hingga- mengantarkan- napoli- juara- liga- italia- 1543713,olahraga,"TEMPO. CO, Jakarta- Antonio Conte memeluk satu per satu pemain dan staf Napoli setelah Napoli berhasil memastikan gelar juara Liga Italia atau Scudetto.  Kepastian gelar tersebut diraih usai kemenangan 2- 0 atas Cagliari dalam laga penutup musim pada Sabtu,  24 Mei 2025.  Perjalanan Antonio Conte hingga bisa sampai di Napoli begitu rumit,  berbagai tawaran kepadanya ia tolak hingga akhirnya memilih Napoli sebagai tempatnya berlabuh.  Tottenham Hotspursecara resmi mengumumkan pemecatan Antonio Conte dari posisi manajer.  Dalam pernyataan resmi klub,  kedua belah pihak telah mencapai kesepakatan terkait pemutusan kontrak,  termasuk urusan kompensasi dan pesangon.  Hubungan antara manajemen klub dan Conte memanas usai pernyataan sang pelatih mengenai kondisi ruang ganti yang dinilainya tidak harmonis. ",18
Komnas HAM Ajukan Amicus Curiae di Sidang Pembunuhan Juwita,https:/ / www. tempo. co/ hukum/ komnas- ham- ajukan- amicus- curiae- di- sidang- pembunuhan- juwita- 1543710,hukum,"TEMPO. CO, Jakarta-  Komisi Nasional Hak Asasi Manusia atau Komnas HAM mengirim amicus curiae kepada Kepala Pengadilan Militer I- 06 Banjarmasin yang menangani kasus pembunuhan jurnalis media Newsway. co. id. Juwitadiduga dibunuh oleh kekasihnya yang merupakan anggota TNI AL yang bernama Jumran. ",18
Tes Calistung Dihapus dari Penerimaan Murid Baru Jenjang SD,https:/ / www. tempo. co/ politik/ tes- calistung- dihapus- dari- penerimaan- murid- baru- jenjang- sd- - 1543708,politik,"TEMPO. CO, Jakarta-  Kementerian Pendidikan Dasar dan Menengah  (Kemendikdasmen)  menghapus tes membaca,  menulis,  dan berhitung atau calistung dari tes seleksi penerimaan murid baru untuk jenjang sekolah dasar  (SD) .  Keputusan tersebut tertuang dalam Permendikdasmen Nomor 3 Tahun 2025 tentang Sistem Penerimaan Murid Baru  (SPMB)  tahun ajaran 2025/ 2026. ",18
5 Fakta Antonio Conte yang Berhasil Membawa Napoli Juara Liga Italia,https:/ / www. tempo. co/ sepakbola/ 5- fakta- antonio- conte- yang- berhasil- membawa- napoli- juara- liga- italia- 1543703,olahraga,"TEMPO. CO, Jakarta-  Pelatih Antonio Conte berhasil membawa Napoli menjuarai Liga Italia atau Scudetto musim 2024/ 25.  Kepastian gelar ini diperoleh setelah timnya mengalahkan Cagliari dengan skor 2- 0 dalam pertandingan terakhir musim ini yang digelar di Stadion Diego Armando Maradona,  Naples,  Sabtui,  24 Mei 2025. ",18
Komnas HAM Papua: Hetina Mirip Dibunuh dan Dimakamkan Dengan Tidak Layak,https:/ / www. tempo. co/ politik/ komnas- ham- papua- hetina- mirip- dibunuh- dan- dimakamkan- dengan- tidak- layak- 1543702,politik,"TEMPO. CO, Papua-  Kepala Sekretariat Komisi Nasional Hak Asasi Manusia Papua Frits Ramandey mengatakan jenazah Hetina Mirip ditemukan dengan keadaan tidak manusiawi.  Hetina Mirip merupakan warga yang diduga menjadi korban dalam operasi militer Satuan Tugas Habema di Distrik Sugapa,  Kabupaten Intan Jaya pada Rabu,  14 Mei 2025 dini hari. ",18
BEI Sebut Ada 228 UMKM SudahTercatat di Bursa,https:/ / www. tempo. co/ ekonomi/ bei- sebut- ada- 228- umkm- sudahtercatat- di- bursa- 1543692,ekonomi,"TEMPO. CO, Jakarta-  Direktur Penilaian Perusahaan Bursa Efek Indonesia  (BEI)  I Gede Nyoman Yetna mengatakan saat ini ada 228 perusahaan yang tergolong usaha mikro,  kecil,  dan menengah  (UMKM)  yang telah melaksanakan penawaran umum  (IPO) .  BEI menggolongkan UMKM karena perusahaan ini memiliki aset berskala kecil dan menengah di rentang Rp 50- 250 miliar. ",18
Wakil Menteri Tenaga Kerja Mengaku Tak Tahu Jadi Penasihat GRIB Jaya,https:/ / www. tempo. co/ hukum/ wakil- menteri- tenaga- kerja- mengaku- tak- tahu- jadi- penasihat- grib- jaya- 1543696,hukum,"TEMPO. CO, Jakarta-  Wakil Menteri Ketenagakerjaan Immanuel Ebenezer mengaku belum tahu telah diangkat menjado anggota Dewan Penasihat Gerakan Rakyat Indonesia Bersatu Jaya atau GRIB Jaya.  Dewan Pengurus Pusat GRIB Jaya mengumumkan sejumlah nama di jajaran pengurus barunya.  “Saya belum tahu soal itu, ” kata Immanuel kepadaTempopada Ahad,  25 Mei 2025. ",18
