Judul Artikel,URL Artikel,Kategori,Isi Artikel,Halaman
8 Kereta Api Tambahan dari Yogya dan Solo,https:/ / www. tempo. co/ hiburan/ 8- kereta- api- tambahan- dari- yogya- dan- solo- - 1543695,hiburan,"TEMPO. CO, Yogyakarta-  KAI Daop 6 Yogyakarta siap mengoperasikan kereta api tambahan untuk memenuhi kebutuhan mobilitas masyarakat pada libur akhir Mei hingga awal Juni 2025.  Terdapat dua libur panjang di akhir pekan yaitu Hari Kenaikan Yesus Kristus pada 29 Mei 2025,  Hari Lahir Pancasila 1 Juni 2025,  dan Idul Adha 2025 Jumat pada 6 Juni 2025. ",18
Langkah Pemerintah Soal Rencana AS Ingin Deportasi Pelajar Asing di Harvard,https:/ / www. tempo. co/ politik/ langkah- pemerintah- soal- rencana- as- ingin- deportasi- pelajar- asing- di- harvard- 1543693,politik,"TEMPO. CO, Jakarta- Kementerian Pendidikan Tinggi,  Sains,  dan Teknologi mulai mendata mahasiswa Indonesia yang saat ini tengah menempuh pendidikan diHarvard University,  Amerika Serikat. ",19
Profil Liam Delap yang Diminati Beberapa Klub Liga Inggris,https:/ / www. tempo. co/ olahraga/ profil- liam- delap- yang- diminati- beberapa- klub- liga- inggris- 1543686,olahraga,"LIAM Delap penyerang Ipswich Town akan hengkang dari klub tersebut.  Delap telah diberikan izin untuk berbicara dengan klub lain.  Ipswich yang mengharapkan Delap untuk meninggalkan klub musim panas ini.  Newcastle dan Chelsea terpincut untuk mengontrak Delap,  dikutip dari laporan Sky Sports,  pada Sabtu,  24 Mei 2025. ",19
Kemiripan Cinta Brian dengan Raka dalam Leo di Februari,https:/ / www. tempo. co/ teroka/ kemiripan- cinta- brian- dengan- raka- dalam- leo- di- februari- 1543691,hiburan,"TEMPO. CO, Jakarta- Cinta Brian mengakui karakter Raka dalam serialLeo di Februari hampir mirip dengannya.  Menurut Cinta Brian,  Raka adalah orang yang mudah berteman dengan siapa saja,  tetapi kerap membuat para perempuan salah paham karena kebaikannya. ",19
Polisi Tangkap Lagi Satu Mahasiswa Trisakti,https:/ / www. tempo. co/ hukum/ polisi- tangkap- lagi- satu- mahasiswa- trisakti- 1543690,hukum,"TEMPO. CO, Jakarta - Kepolisian Daerah Metro Jaya kembali menangkap seorang mahasiswa Universitas Trisakti yang ikut serta dalam aksi demonstrasi di depan Gedung Balai Kota Jakarta yang berakhir ricuh.  Mahasiswa tersebut ditangkap oleh kepolisian pada Sabtu,  24 Mei 2025. ",19
Pemprov Jawa Timur Optimis Tak Temukan Penyakit Mulut dan Kuku Hewan Kurban,https:/ / www. tempo. co/ politik/ pemprov- jawa- timur- optimis- tak- temukan- penyakit- mulut- dan- kuku- hewan- kurban- 1543689,politik,"TEMPO. CO, Jakarta- Gubernur Jawa Timur Khofifah Indar Parawansa memastikan bahwa tidak ada laporan mengenai kasus penyakit mulut dan kuku disingkat PMK hewan kurbandi wilayahnya menjelang Hari Raya Idul Adha 1446 H.  Dalam momen kunjungan ke Kabupaten Malang,  Khofifah mengungkapkan rutin memantau perkembangan kondisi peternakan di Jawa Timur bersama Dinas Peternakan setempat. ",19
17 Orang yang Duduki Lahan BMKG Ditangkap.  11 Orang Diantaranya Anggota GRIB Jaya,https:/ / www. tempo. co/ hukum/ 17- orang- yang- duduki- lahan- bmkg- ditangkap- 11- orang- diantaranya- anggota- grib- jaya- 1543685,hukum,"TEMPO. CO, Jakarta-  Polda Metro Jaya menangkap 17 orang dalam kasus pendudukan lahan Badan Meteorologi,  Klimatologi,  dan Geofisika  (BMKG)  di Tangerang Selatan,  Banten.  Polisi mengungkap 11 di antara orang yang ditangkap merupakan organisasi masyarakat Gerakan Rakyat Indonesia Bersatu Jaya atau GRIB Jaya. ",19
"Harga Minyak Mentah Indonesia Turun jadi USD 65, 29 per Barel",https:/ / www. tempo. co/ ekonomi/ harga- minyak- mentah- indonesia- turun- jadi- usd- 65- 29- per- barel- 1543664,ekonomi,"TEMPO. CO, Jakarta-  Kementerian Energi dan Sumber Daya Mineral  (ESDM)  menetapkan harga rata- rata minyak mentah Indonesia atau Indonesian Crude Price  (ICP)  untuk bulan April 2025 sebesar US$ 65, 29 per barel.  Hargaminyak mentahini turun signifikan sebesar US$ 5, 82 dari posisi bulan Maret 2025 yang tercatat sebesar US$ 71, 11 per barel. ",19
Prediksi Fulham vs Manchester City di Liga Inggris Pekan Terakhir Malam Ini,https:/ / www. tempo. co/ sepakbola/ prediksi- fulham- vs- manchester- city- di- liga- inggris- pekan- terakhir- malam- ini- 1543683,olahraga,"TEMPO. CO, Jakarta-  Duel Fulham vs Manchester City akan tersaji pada pekan terakhir Liga Inggris 2024- 2025 di Stadion Craven Cottage pada Minggu,  25 Mei 2025,  pukul 22. 00 WIB.  Laga ini akan menjadi penentu nasib The Citizens untuk mendapatkan tiket ke Liga Champions musim depan. ",19
3 Alasan Korpri Mengusulkan Batas Usia Pensiun ASN 70 Tahun,https:/ / www. tempo. co/ politik/ 3- alasan- korpri- mengusulkan- batas- usia- pensiun- asn- 70- tahun- 1543682,politik,"TEMPO. CO, Jakarta- Korps Pegawai Republik Indonesia  (Korpri)  mengajukan usulan kenaikan batas usiapensiun (BUP)  bagi aparatur sipil negara  (ASN) .  Ketua Umum Korpri sekaligus Kepala Badan Kepegawaian Negara  (BKN) ,  Zudan Arif Fakrulloh,  mengatakan permohonan tersebut telah disampaikan kepada Presiden Prabowo Subianto lewat surat resmi bernomor B- 122/ KU/ V/ 2025 tertanggal 15 Mei 2025.  Zudan menyebut usulan ini tak lain demi mendukung pengembangan keahlian dan karier ASN di tengah peningkatan angka harapan hidup masyarakat.  Menurut dia,  dengan semakin baiknya tingkat harapan hidup masyarakat,  wajar jika ASN juga diberikan kesempatan untuk bekerja lebih lama.  Usia yang semakin matang dianggap menjadi modal untuk berkontribusi lebih lama di birokrasi. ",19
Prabowo Ungkit Cina Mitra Dagang Terbesar RI dengan Nilai Perdagangan Tembus USD 130 Miliar,https:/ / www. tempo. co/ ekonomi/ prabowo- ungkit- cina- mitra- dagang- terbesar- ri- dengan- nilai- perdagangan- tembus- usd- 130- miliar- 1543680,ekonomi,"TEMPO. CO, Jakarta-  Presiden Republik Indonesia Prabowo Subianto menyatakan bahwa Cina merupakan mitra dagang terbesar Indonesia.  Adapun nilai perdagangan bilateral Indonesia dan Cina telah melebihi US$ 130 miliar per tahun. ",19
Koalisi Masyarakat Sipil Catat 7 Kasus Intimidasi sejak Revisi UU TNI,https:/ / www. tempo. co/ politik/ koalisi- masyarakat- sipil- catat- 7- kasus- intimidasi- sejak- revisi- uu- tni- 1543679,politik,"TEMPO. CO, Jakarta-  Sejumlah organisasi masyarakat sipil menyoroti banyaknya kasus teror yang terjadi karena penyampaian pendapat sejak pengesahan revisi Undang- Undang Tentara Nasional Indonesia atau UU TNI pada 20 Maret 2025.  Aliansi yang menamakan diri Koalisi Masyarakat Sipil untuk Reformasi Keamanan itu mencatat setidaknya ada tujuh peristiwa intimidasi hingga Ahad,  25 Mei 2025. ",19
"ASN Diusulkan Pensiun Umur 70 Tahun,  Berapa Usia Pensiun di Berbagai Negara?",https:/ / www. tempo. co/ politik/ asn- diusulkan- pensiun- umur- 70- tahun- berapa- usia- pensiun- di- berbagai- negara- - 1543678,politik,"TEMPO. CO, Jakarta- Korps Pegawai Republik Indonesia  (Korpri)  menggulirkan wacana kenaikan batas usiapensiun (BUP)  bagi aparatur sipil negara  (ASN) .  Usulan tersebut telah telah diajukan ke Presiden Prabowo Subianto melalui surat resmi bernomor B- 122/ KU/ V/ 2025.  Usulan tersebut diyakini sebagai langkah strategis untuk mendorong profesionalisme dan pengembangan karier ASN. ",19
Real Madrid  ingin Merekrut Nico Williams.  Profil Pemain Spanyol Ini,https:/ / www. tempo. co/ olahraga/ real- madrid- ingin- merekrut- nico- williams- profil- pemain- spanyol- ini- 1543671,olahraga,"NICO Williams pemain Athletic Bilbao menjadi incaran Real Madrid.  Barcelona yang sebelumnya menginginkan Nico Williams akhirnya mengurungkan niatnya untuk merekrut dia.  Dikutip dari laporan Marca,  Selasa,  20 Mei 2025,  Real Madrid terpincut ingin merekrut Nico Williams dan mempertimbangkan untuk mengaktifkan klausul pelepasannya yang ditambahkan ke kontraknya setelah ia menandatangani perpanjangan dengan Athletic Bilbao musim panas lalu.  ",19
Mengapa Usul Penambahan Batas Usia Pensiun ASN Dianggap Tak Relevan?,https:/ / www. tempo. co/ politik/ mengapa- usul- penambahan- batas- usia- pensiun- asn- dianggap- tak- relevan- - 1543676,politik,"TEMPO. CO, Jakarta-  Usulan memperpanjang batas usia pensiun  (BUP)  bagi aparatur sipil negara  (ASN)  dinilai tak relevan oleh legislator dan akademisi.  Alasannya,  usulan tersebut berpotensi menghambat terjadinya regenerasi ASN pada kemudian hari. ",19
Cara Mengubah Tanah Girik Menjadi SHM,https:/ / www. tempo. co/ ekonomi/ cara- mengubah- tanah- girik- menjadi- shm- 1543673,ekonomi,"TEMPO. CO, Jakarta- Girikatau bukti kepemilikan tanah lama tidak akan berlaku lagi pada 2026.  Ketentuan ini mengacu pada Peraturan Pemerintah  (PP)  Nomor 18 Tahun 2021. PP tersebut menyebut bahwa sertifikat tanah yang telah terbit lebih dari lima tahun hanya bisa digugat melalui jalur pengadilan karena sertifikat merupakan produk hukum. ",20
Apa Dampak Perpanjangan Usia Pensiun ASN,https:/ / www. tempo. co/ politik/ dampak- perpanjangan- usia- pensiun- asn- 1540141,politik,"TERTANGGAL 15 Mei 2025,  Dewan Pengurus Korps Pegawai Republik Indonesia  (Korpri)  mengirim surat kepada Presiden Prabowo Subianto.  Isi warkat bernomor B- 122/ KU/ V/ 2025 itu adalah mengusulkan kenaikan batas usia pensiun bagi aparatur sipil negara  (ASN) . ",20
Film GJLS: Ibuku Ibu- Ibu akan Tayang 12 Juni 2025,https:/ / www. tempo. co/ teroka/ film- gjls- ibuku- ibu- ibu- akan- tayang- 12- juni- 2025- 1543650,hiburan,"TEMPO. CO, Jakarta- GJLS: I buku Ibu- Ibu menjadi film debut layar lebar dari grup komedi GJLS yang akan tayang pada Kamis,  12 Juni 2025 di bioskop Indonesia.  Film drama- komedi keluarga ini menghadirkan kisah tiga bersaudara,  yaitu Rigen Rakelna,  Ananta Rispo,  dan Hifdzi Khoir. ",20
50 Orang Dikabarkan Meninggal Imbas DBD Meruak di Yahukimo,https:/ / www. tempo. co/ politik/ 50- orang- dikabarkan- meninggal- imbas- dbd- meruak- di- yahukimo- 1543660,politik,"TEMPO. CO, Papua-  Penyakit demam berdarah atau DBD meruak di delapan kampung yang terletak di Distrik Nipsan,  Kabupaten Yahukimo,  Papua Pegunungan.  Sebanyak 50 orang diduga meninggal karena penyakit tersebut. ",20
Ada Perbaikan Jalan di Tol Jakarta -  Cikampek hingga Kamis Depan,https:/ / www. tempo. co/ ekonomi/ ada- perbaikan- jalan- di- tol- jakarta- cikampek- hingga- kamis- depan- 1543658,ekonomi,"TEMPO. CO, Jakarta-  PT Jasamarga Transjawa Tol (JTT)  kembali melaksanakan pemeliharan jalan di ruas Tol Jakarta -  Cikampek.  Pekerjaan ini dijadwalkan berlangsung hingga 29 Mei 2025.  Adapun titik lokasi pekerjaan tersebut yakni Off Ramp Kalitama arah Cipularang lajur bahu luar  (Sabtu,  24 Mei 2025 pukul 23. 00 hingga Selasa,  27 Mei 2025 pukul 09. 00) .  Berikutnya adalah rekonstruksi jalan di KM 35+975 sampai KM 35+725 arah Jakarta lajur 1 dan 2  (Senin,  26 Mei 2025 pukul 09. 00 hingga Kamis,  29 Mei 2025 puku 06. 00)  Senior Manager Representative Office 1 PT Jasamarga Transjawa Tol Amri Sanusi mengatakan pemeliharaan jalan dilakukan untuk memastikan kenyamanan perjalanan bagi pengguna jalan tol.  Ia mengklaim langkah ini menjadi komitmen JTT menjaga standar pelayanan terbaik.  “Kualitas jalan tol perlu terus dijaga, ” kata Amri melalui keterangan resmi pada Ahad,  25 Mei 2025.  Namun,  ia memastikan selama periode perbaikan jalan,  ruasTol Jakarta -  Cikampek arah Jakarta maupun Cikampek tetap beroperasi normal.  VP Corporate Secretary & Legal PT Jasamarga Transjawa Tol Ria Marlinda Paallo mengatakan PT JTT sudah melakukan sosialisasi rencana pekerjaan ddengan memasang media luar ruang berupa spanduk imbauan pekerjaan dan Dynamic Message Sign  (DMS)  di Ruas Jalan Tol Jakarta- Cikampek arah Jakarta dan Cikampek.  “PT Jasamarga Transjawa Tol memohon maaf atas ketidaknyamanan yang ditimbulkan akibat adanya pekerjaan dimaksud.  Kami mengimbau kepada seluruh pengguna jalan mengantisipasi waktu perjalanan, ” kata Ria.  Ia juga mengingatkan pengguna jalan untuk memastikan kendaraan dalam kondisi prima,  kecukupan saldo uang elektronik dan bahan bakar minyak,  serta menaati rambulalu lintas.  Lebih lanjut,  Ria mengatakan petugas sudah disiagaan di lapangan selama pemeliharaan jalan berlangsung.  Selain itu,  pihaknya menyiapkan prosedur mitigasi,  seperti pengalihan arus lalu lintas yang terdampak sebelum area kerja,  mempersempir area kerja,  hingga persiapan contraflow bila kondisi lalu lintas kendaraan padar.   “Kami berkoordinasi dengan Kepolisian Patroli Jalan Raya  (PJR)  dalam pengaturan lalu lintas, "" ujarnya.   Pilihan Editor: Cuan dari Jalan Bebas Hambatan",20
"Bedah Kekuatan 3 Klub Promosi Liga Inggris: Leeds United,  Burnley,  dan Sunderland",https:/ / www. tempo. co/ sepakbola/ bedah- kekuatan- 3- klub- promosi- liga- inggris- leeds- united- burnley- dan- sunderland- - 1543657,olahraga,"TEMPO. CO, Jakarta-  Tiga tiket promosi ke Liga Inggris (Premier League)  sudah terbagi.  Leeds United,  Burnley,  dan Sunderland akan berlaga pada musim depan setelah naik kasta dari Championship. ",20
3 Alasan Komnas HAM Minta Lokasi Pemusnahan Amunisi di Garut Ditutup Permanen,https:/ / www. tempo. co/ hukum/ 3- alasan- komnas- ham- minta- lokasi- pemusnahan- amunisi- di- garut- ditutup- permanen- 1543656,hukum,"TEMPO. CO, Jakarta-  Komisi Nasional Hak Asasi Manusia  (Komnas HAM)  meminta Tentara Nasional Indonesia  (TNI)  menutup permanen lokasi pemusnahan amunisi di Desa Sagara,  Kecamatan Cibalong,  Garut,  Jawa Barat.  Sebelumnya 13 orang tewas saat proses pemusnahan amunisi kedaluwarsa pada 12 Mei 2025.  Berikut tiga alasan Komnas HAM meminta penutupan lokasi pemusnahan amunisi di Desa Sagara:",20
Persib Bandung Pawai Rayakan Juara Liga 1 dengan Menggunakan 4 Unit Unimog,https:/ / www. tempo. co/ sepakbola/ persib- bandung- pawai- rayakan- juara- liga- 1- dengan- menggunakan- 4- unit- unimog- 1543653,olahraga,"TEMPO. CO, Jakarta- Persib Bandung akan menggelar pawai untuk merayakan keberhasilan mereka menjadi juara Liga 1 2024- 2025 pada hari ini,  Minggu,  25 Mei 2025.  Gelar ini semakin spesial karena menjadi juara dalam dua musim beruntun di bawah pelatih yang sama,  Bojan Hodak,  setelah memenangkannya pada musim lalu. ",20
Kemenkes: 53 Jemaah Meninggal saat Ibadah Haji 2025,https:/ / www. tempo. co/ politik/ kemenkes- 53- jemaah- meninggal- saat- ibadah- haji- 2025- 1543652,politik,"TEMPO. CO, Jakarta- Kementerian Kesehatan melalui Sistem Komputerisasi HajiTerpadu Bidang Kesehatan mencatatkan sebanyak 53 jemaah haji meninggal dalam pelaksanaan ibadah haji 2025.  Angka ini merupakan akumulasi dari pertama pelaksanaan haji dimulai pada 2 Mei lalu hingga 23 Mei 2025. ",20
Pulau Unik yang Jalur Daratannya Hilang Dua Kali Sehari,https:/ / www. tempo. co/ hiburan/ pulau- unik- yang- jalur- daratannya- hilang- dua- kali- sehari- 1543651,hiburan,"TEMPO. CO, Jakarta-  Mont Saint- Michel terletak di teluk yang berbatasan dengan Normandia dan Britanny,  Prancis.  Daya tarik utamanya adalah, pulauini memiliki jalur yang menghilang saat pasang surut dua kali sehari.  Kalau ingin mengunjungi pulang ini harus dengan tur berpemandu dan memperhatikan waktu pasang surutnya. ",20
OJK: Modus Operasi Judi Online Semakin Beragam dan Canggih,https:/ / www. tempo. co/ ekonomi/ ojk- modus- operasi- judi- online- semakin- beragam- dan- canggih- 1543626,ekonomi,"TEMPO. CO, Jakarta-  Otoritas Jasa Keuangan  (OJK)  mengatakan modus operasi judi online semakin beragam dan canggih.  Menurut Kepala Eksekutif Pengawas Perilaku Pelaku Usaha Jasa Keuangan,  Edukasi,  dan Pelindungan Konsumen OJK Friderica Widyasari Dewi,  modus- modus ini dirancang agar lolos dari pengawasan sistem keuangan formal dan tetap menarik minat masyarakat yang kurang waspada. ",20
Prabowo Sambut Baik Kerja Sama Bakamla dan Cina Coast Guard,https:/ / www. tempo. co/ politik/ prabowo- sambut- baik- kerja- sama- bakamla- dan- cina- coast- guard- 1543649,politik,,20
Jurassic World Rebirth: Cuplikan Dinosaurus Baru Ditampilkan,https:/ / www. tempo. co/ teroka/ jurassic- world- rebirth- cuplikan- dinosaurus- baru- ditampilkan- 1543647,hiburan,"UNIVERSAL Pictures melucurkan cuplikan  (trailer)  kedua untuk film bertema dinosaurus Jurassic World Rebirth pada Senin,  20 Mei 2025.  Kelanjutan dari waralaba Jurassic World itu dijadwalkan tayang pada 2 Juli 2025.  Adapun cuplikan singkat yang telah dibagikan menampilkan berbagai elemen penting dalam film ini termasuk kemunculan dinosaurus lama dan spesies baru. ",20
Temuan Komnas HAM dalam Kasus Pemusnahan Amunisi di Garut,https:/ / www. tempo. co/ hukum/ temuan- komnas- ham- dalam- kasus- pemusnahan- amunisi- di- garut- 1543646,hukum,"TEMPO. CO, Jakarta-  Anggota Komisi Nasional Hak Asasi Manusia  (Komnas HAM) ,  Uli Parulian Sihombing,  membeberkan sejumlah hasil temuan dari insiden ledakan amunisi saat proses pemusnahan amunisi kedaluwarsa atau tidak layak pakai yang dilakukan Gudang Pusat Amunisi III Pusat Peralatan TNI AD di Desa Sagara,  Kecamatan Cibalong,  Kabupaten Garut,  Jawa Barat,  pada Senin,  12 Mei 2025.  Berikut sederet temuan Komnas HAM terkait peristiwa yang menewaskan sembilan warga sipil dan empat personel TNI AD tersebut: Dalam pemusnahan amunisi itu,  TNI mempekerjakan 21 warga sipil sebagai tenaga harian lepas,  namun tidak dibekali dengan peralatan khusus atau alat pelindung diri.  “Saat ditemukan,  para korban mengalami luka bakar berat dan beberapa di antaranya ditemukan dalam keadaan tubuh yang tidak utuh akibat ledakan, ” kata Uli dalam konferensi pers di kantornya pada Jumat,  23 Mei 2025.  Para pekerja sipil tidak diberi pelatihan dan sertifikasi terkait penanganan dan pemusnahan amunisi.  Mereka belajar secara otodidak dari pekerja senior yang telah melakukan pekerjaan serupa. ",21
Komentar Tyronne Del Pino setelah Menjadi Pemain Terbaik Liga 1 2024/ 2025,https:/ / www. tempo. co/ olahraga/ komentar- tyronne- del- pino- setelah- menjadi- pemain- terbaik- liga- 1- 2024- 2025- 1543638,olahraga,"TEMPO. CO, Jakarta-  Pemain Persib Bandung, Tyronne Del Pino,  dinobatkan menjadi pemain terbaik Liga 12024/ 2025.  Gelandang serang asal Spanyol itu terpilih setelah menyisihkan nominasi lainnya Egy Maulana Vikri,  Ryo Matsumura,  Mariano Peralta,  dan rekan setimnya Gustavo Franca. ",21
Mobil Perdana Menteri Cina Dikawal Kavaleri Berkuda yang Pegang Bambu Runcing,https:/ / www. tempo. co/ politik/ mobil- perdana- menteri- cina- dikawal- kavaleri- berkuda- yang- pegang- bambu- runcing- - 1543637,politik,"TEMPO. CO, Jakarta-  Presiden Prabowo Subianto menerima kunjungan Perdana Menteri CinaLi Qiang di Istana Merdeka,  Jakarta,  Minggu,  25 Mei 2025 sekitar pukul 10. 00 WIB pagi.  Li Qiang disambut upacara kenegaraan. ",21
